229227835          17.690        4215.266        4247.849         205.433 0 0
212664590          13.588         175.613         178.908          30.887 0 0
212664872          13.745         180.689         181.483          32.066 0 4
212795980          13.759         272.273         276.414          33.489 0 0
212730483          13.142         489.139         487.346          23.684 0 2
212337329          10.905         975.779         994.177           9.125 0 0
229227991          18.310       11745.258       11780.635         213.246 0 2
212403019          14.277         325.050         328.179          42.177 0 0
212272590           9.854        9173.636        9012.934           5.764 0 0
212600667          12.122         427.940         452.966          16.102 0 0
212469961          13.583        3473.347        3465.255          31.830 0 0
212338900          11.236         203.738         201.933          10.808 0 0
212666613          16.485        2854.422        2892.096         173.642 0 0
212470043          10.636         136.822         136.256           7.865 0 0
212732393          11.706         290.615         285.736          12.345 0 0
212666901          15.998        4856.187        4983.414          85.554 0 2
212470300          16.848        4305.715        4335.823         138.126 0 0
212601441          12.545          89.579          89.607          18.802 0 0
212798127          17.369        2314.193        2343.402          89.706 0 5
212273868          15.812        2215.537        2230.563         115.298 0 0
212667137          14.701         432.531         432.950          51.103 0 0
212667170          14.786         304.624         305.188          51.532 0 0
212798271          13.836         377.953         376.658          34.892 0 2
212405066          14.856        6873.292        6716.681          59.835 0 0
212339732          13.912         810.947         815.844          37.896 0 0
212339799          13.722         254.650         277.627          33.737 0 2
212602044          18.152        4059.514        4136.083         148.727 0 0
212536551          10.499         121.473         120.946           7.431 0 0
212340181          13.114         352.082         369.775          24.744 0 2
212536799          14.665         307.006         309.251          49.230 0 0
212340218          17.508        7698.060        7750.708         279.762 0 0
212733547          17.982        5929.878        5955.963         237.916 0 0
212275027          16.716       10199.257       10235.299         160.604 0 0
212668274          12.911         624.420         611.961          21.396 0 0
212799585          12.641         213.088         214.636          19.728 0 0
212275301           8.455         264.320         281.028           2.899 0 0
212471947          17.104        1705.547        1707.365          92.101 0 5
212603177          14.152         264.953         267.321          41.132 0 0
212799821          13.135         595.404         610.885          25.556 0 3
212734308          14.626         391.497         392.607          49.195 0 0
212799851          17.620       73457.093       74678.225         315.432 0 0
212734446          17.962        6118.756        6172.450         269.778 0 0
212472366          10.300         259.604         260.113           6.365 0 4
212341297          17.629        9002.495        9051.381         327.207 0 0
212537950           9.191          29.131          29.053           4.004 0 0
212406933          12.199         316.176         312.938          16.077 0 1
212603592          10.767          34.978          34.913           8.434 0 0
212603608          14.028         364.463         364.865          35.606 0 0
212669207          13.191         186.259         186.761          25.173 0 0
212341547          12.784         543.851         540.350          21.708 0 0
212538261          18.137        5364.020        5408.570         238.268 0 0
212603829          13.049         193.357         195.999          24.449 0 0
212669440          17.945        8255.385        8233.566         256.888 0 3
212669599          14.859         311.256         312.925          54.344 0 0
212276385          12.554        2397.392        2400.774          20.872 0 0
212604141          13.002         103.608         103.431          23.434 0 0
212735314          14.297        1267.635        1280.004          44.420 0 0
212735328          13.366         379.517         361.868          27.934 0 0
212473210           9.718          35.031          35.535           5.271 0 0
212735367          11.044         788.937         771.732           9.673 0 0
212342180          16.553        5413.489        5498.164         121.509 0 0
212407777          14.686        4089.088        1105.066          49.544 0 0
212538896           8.462         112.016         116.740           2.764 0 0
212604512          16.919        4387.184        4405.296         154.451 0 4
212801203          12.246         257.930         259.538          16.389 0 0
212473672          13.081         141.492         138.659          24.474 0 0
212408159          13.960       39905.020       39939.550          49.724 0 0
212604852          10.795         102.581          99.384           8.329 0 0
212670479          15.225        6712.016        6889.237          64.166 0 4
212408411          14.273        3142.038        2916.007          45.216 0 0
212277502          13.879        3553.636        3686.183          38.323 0 0
212670736          17.689        4799.705        4812.536         212.310 0 0
212277655          14.543        5521.589        5435.299          51.754 0 0
212670955          11.694         278.397         282.473          12.229 0 0
212670985          16.979        2218.675        2224.139         153.149 0 0
